3:13:20 PM-> [0]DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$01F], Rec [!01A3.02]Raw [21 30 31 41 33 2E 30 32 ]
3:13:22 PM-> [16]DCON READ_GetHotSwapSlotID6,B[115200],F[N,8,1], C[Disable], Cmd [~01HN6], Rec [!01]Raw [21 30 31 ]
3:13:22 PM-> [0]DCON READ_GetHotSwapSlotStatus6,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ6], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:22 PM-> [0]DCON READ_GetHotSwapSlotID7,B[115200],F[N,8,1], C[Disable], Cmd [~01HN7], Rec [!01]Raw [21 30 31 ]
3:13:22 PM-> [0]DCON READ_GetHotSwapSlotStatus7,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ7], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:24 PM-> [2138]DCON GET_GetHotSwapIOResetTime,B[115200],F[N,8,1], C[Disable], Cmd [~01RC], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:24 PM-> [0]DCON GET_GetSlotEEPID_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HM0], Rec [!0187084]Raw [21 30 31 38 37 30 38 34 ]
3:13:24 PM-> [15]DCON GET_GetHotSwapSlotCmdCnt_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HT0], Rec [!0131]Raw [21 30 31 33 31 ]
3:13:24 PM-> [0]DCON SET_Set0 87PContinous as 0 begin,B[115200],F[N,8,1], C[Disable], Cmd [$01E0], Rec [!010]Raw [21 30 31 30 ]
3:13:24 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 1,B[115200],F[N,8,1], C[Disable], Cmd [~01HG001], Rec [!010B%02500A00!F24S0]Raw [21 30 31 30 42 25 30 32 35 30 30 41 30 30 21 46 32 34 53 30 ]
3:13:24 PM-> [0]DCON SET_Set0 87PContinous as 1,B[115200],F[N,8,1], C[Disable], Cmd [$01E1], Rec [!010]Raw [21 30 31 30 ]
3:13:24 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 2,B[115200],F[N,8,1], C[Disable], Cmd [~01HG002], Rec [!0109$7C0R51!FEDS0]Raw [21 30 31 30 39 24 37 43 30 52 35 31 21 46 45 44 53 30 ]
3:13:24 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 3,B[115200],F[N,8,1], C[Disable], Cmd [~01HG003], Rec [!0109$7C1R51!FEES0]Raw [21 30 31 30 39 24 37 43 31 52 35 31 21 46 45 45 53 30 ]
3:13:24 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 4,B[115200],F[N,8,1], C[Disable], Cmd [~01HG004], Rec [!0109$7C2R50!FEES0]Raw [21 30 31 30 39 24 37 43 32 52 35 30 21 46 45 45 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 5,B[115200],F[N,8,1], C[Disable], Cmd [~01HG005], Rec [!0109$7C3R50!FEFS0]Raw [21 30 31 30 39 24 37 43 33 52 35 30 21 46 45 46 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 6,B[115200],F[N,8,1], C[Disable], Cmd [~01HG006], Rec [!0109$7C4R50!FF0S0]Raw [21 30 31 30 39 24 37 43 34 52 35 30 21 46 46 30 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 7,B[115200],F[N,8,1], C[Disable], Cmd [~01HG007], Rec [!0109$7C5R50!FF1S0]Raw [21 30 31 30 39 24 37 43 35 52 35 30 21 46 46 31 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 8,B[115200],F[N,8,1], C[Disable], Cmd [~01HG008], Rec [!0109$7C6R50!FF2S0]Raw [21 30 31 30 39 24 37 43 36 52 35 30 21 46 46 32 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 9,B[115200],F[N,8,1], C[Disable], Cmd [~01HG009], Rec [!0109$7C7R50!FF3S0]Raw [21 30 31 30 39 24 37 43 37 52 35 30 21 46 46 33 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 10,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00A], Rec [!0106$X00!F43S0]Raw [21 30 31 30 36 24 58 30 30 21 46 34 33 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 11,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00B], Rec [!0106$400!F1FS0]Raw [21 30 31 30 36 24 34 30 30 21 46 31 46 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 12,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00C], Rec [!010A$0000001!FDCS0]Raw [21 30 31 30 41 24 30 30 30 30 30 30 31 21 46 44 43 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 13,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00D], Rec [!010A$0100001!FDDS0]Raw [21 30 31 30 41 24 30 31 30 30 30 30 31 21 46 44 44 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 14,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00E], Rec [!010A$0200001!FDES0]Raw [21 30 31 30 41 24 30 32 30 30 30 30 31 21 46 44 45 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 15,B[115200],F[N,8,1], C[Disable], Cmd [~01HG00F], Rec [!010A$0300001!FDFS0]Raw [21 30 31 30 41 24 30 33 30 30 30 30 31 21 46 44 46 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 16,B[115200],F[N,8,1], C[Disable], Cmd [~01HG010], Rec [!010A$0400001!FE0S0]Raw [21 30 31 30 41 24 30 34 30 30 30 30 31 21 46 45 30 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 17,B[115200],F[N,8,1], C[Disable], Cmd [~01HG011], Rec [!010A$0500001!FE1S0]Raw [21 30 31 30 41 24 30 35 30 30 30 30 31 21 46 45 31 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 18,B[115200],F[N,8,1], C[Disable], Cmd [~01HG012], Rec [!010A$0600001!FE2S0]Raw [21 30 31 30 41 24 30 36 30 30 30 30 31 21 46 45 32 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 19,B[115200],F[N,8,1], C[Disable], Cmd [~01HG013], Rec [!010A$0700001!FE3S0]Raw [21 30 31 30 41 24 30 37 30 30 30 30 31 21 46 45 33 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 20,B[115200],F[N,8,1], C[Disable], Cmd [~01HG014], Rec [!0107@FH00!F95S0]Raw [21 30 31 30 37 40 46 48 30 30 21 46 39 35 53 30 ]
3:13:25 PM-> [32]DCON GET_Get0 HotSwapSlotCMD 21,B[115200],F[N,8,1], C[Disable], Cmd [~01HG015], Rec [!0107@FT0A!FB2S0]Raw [21 30 31 30 37 40 46 54 30 41 21 46 42 32 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 22,B[115200],F[N,8,1], C[Disable], Cmd [~01HG016], Rec [!0107@SCFF!FC9S0]Raw [21 30 31 30 37 40 53 43 46 46 21 46 43 39 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 23,B[115200],F[N,8,1], C[Disable], Cmd [~01HG017], Rec [!010D$30FFFFFFFF!F1ES0]Raw [21 30 31 30 44 24 33 30 46 46 46 46 46 46 46 46 21 46 31 45 53 30 ]
3:13:25 PM-> [32]DCON GET_Get0 HotSwapSlotCMD 24,B[115200],F[N,8,1], C[Disable], Cmd [~01HG018], Rec [!010D$31FFFFFFFF!F1FS0]Raw [21 30 31 30 44 24 33 31 46 46 46 46 46 46 46 46 21 46 31 46 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 25,B[115200],F[N,8,1], C[Disable], Cmd [~01HG019], Rec [!010D$32FFFFFFFF!F20S0]Raw [21 30 31 30 44 24 33 32 46 46 46 46 46 46 46 46 21 46 32 30 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 26,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01A], Rec [!010D$33FFFFFFFF!F21S0]Raw [21 30 31 30 44 24 33 33 46 46 46 46 46 46 46 46 21 46 32 31 53 30 ]
3:13:25 PM-> [32]DCON GET_Get0 HotSwapSlotCMD 27,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01B], Rec [!010D$34FFFFFFFF!F22S0]Raw [21 30 31 30 44 24 33 34 46 46 46 46 46 46 46 46 21 46 32 32 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 28,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01C], Rec [!010D$35FFFFFFFF!F23S0]Raw [21 30 31 30 44 24 33 35 46 46 46 46 46 46 46 46 21 46 32 33 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 29,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01D], Rec [!010D$36FFFFFFFF!F24S0]Raw [21 30 31 30 44 24 33 36 46 46 46 46 46 46 46 46 21 46 32 34 53 30 ]
3:13:25 PM-> [32]DCON GET_Get0 HotSwapSlotCMD 30,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01E], Rec [!010D$37FFFFFFFF!F25S0]Raw [21 30 31 30 44 24 33 37 46 46 46 46 46 46 46 46 21 46 32 35 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 31,B[115200],F[N,8,1], C[Disable], Cmd [~01HG01F], Rec [!010D@P000000000!FA7S0]Raw [21 30 31 30 44 40 50 30 30 30 30 30 30 30 30 30 21 46 41 37 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 32,B[115200],F[N,8,1], C[Disable], Cmd [~01HG020], Rec [!010D@P100000000!FA8S0]Raw [21 30 31 30 44 40 50 31 30 30 30 30 30 30 30 30 21 46 41 38 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 33,B[115200],F[N,8,1], C[Disable], Cmd [~01HG021], Rec [!010D@P200000000!FA9S0]Raw [21 30 31 30 44 40 50 32 30 30 30 30 30 30 30 30 21 46 41 39 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 34,B[115200],F[N,8,1], C[Disable], Cmd [~01HG022], Rec [!010D@P300000000!FAAS0]Raw [21 30 31 30 44 40 50 33 30 30 30 30 30 30 30 30 21 46 41 41 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 35,B[115200],F[N,8,1], C[Disable], Cmd [~01HG023], Rec [!010D@P400000000!FABS0]Raw [21 30 31 30 44 40 50 34 30 30 30 30 30 30 30 30 21 46 41 42 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 36,B[115200],F[N,8,1], C[Disable], Cmd [~01HG024], Rec [!010D@P500000000!FACS0]Raw [21 30 31 30 44 40 50 35 30 30 30 30 30 30 30 30 21 46 41 43 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 37,B[115200],F[N,8,1], C[Disable], Cmd [~01HG025], Rec [!010D@P600000000!FADS0]Raw [21 30 31 30 44 40 50 36 30 30 30 30 30 30 30 30 21 46 41 44 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 38,B[115200],F[N,8,1], C[Disable], Cmd [~01HG026], Rec [!010D@P700000000!FAES0]Raw [21 30 31 30 44 40 50 37 30 30 30 30 30 30 30 30 21 46 41 45 53 30 ]
3:13:25 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 39,B[115200],F[N,8,1], C[Disable], Cmd [~01HG027], Rec [!0106$5FF!F4CS0]Raw [21 30 31 30 36 24 35 46 46 21 46 34 43 53 30 ]
3:13:25 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 40,B[115200],F[N,8,1], C[Disable], Cmd [~01HG028], Rec [!0105$60!FF1S0]Raw [21 30 31 30 35 24 36 30 21 46 46 31 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 41,B[115200],F[N,8,1], C[Disable], Cmd [~01HG029], Rec [!0105$61!FF2S0]Raw [21 30 31 30 35 24 36 31 21 46 46 32 53 30 ]
3:13:25 PM-> [32]DCON GET_Get0 HotSwapSlotCMD 42,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02A], Rec [!0105$62!FF3S0]Raw [21 30 31 30 35 24 36 32 21 46 46 33 53 30 ]
3:13:25 PM-> [15]DCON GET_Get0 HotSwapSlotCMD 43,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02B], Rec [!0105$63!FF4S0]Raw [21 30 31 30 35 24 36 33 21 46 46 34 53 30 ]
3:13:26 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 44,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02C], Rec [!0105$64!FF5S0]Raw [21 30 31 30 35 24 36 34 21 46 46 35 53 30 ]
3:13:26 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 45,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02D], Rec [!0105$65!FF6S0]Raw [21 30 31 30 35 24 36 35 21 46 46 36 53 30 ]
3:13:26 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 46,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02E], Rec [!0105$66!FF7S0]Raw [21 30 31 30 35 24 36 36 21 46 46 37 53 30 ]
3:13:26 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 47,B[115200],F[N,8,1], C[Disable], Cmd [~01HG02F], Rec [!0105$67!FF8S0]Raw [21 30 31 30 35 24 36 37 21 46 46 38 53 30 ]
3:13:26 PM-> [16]DCON GET_Get0 HotSwapSlotCMD 48,B[115200],F[N,8,1], C[Disable], Cmd [~01HG030], Rec [!0107@BB00!F8BS0]Raw [21 30 31 30 37 40 42 42 30 30 21 46 38 42 53 30 ]
3:13:26 PM-> [31]DCON GET_Get0 HotSwapSlotCMD 49,B[115200],F[N,8,1], C[Disable], Cmd [~01HG031], Rec [!0107~RD00!FDBS0]Raw [21 30 31 30 37 7E 52 44 30 30 21 46 44 42 53 30 ]
3:13:26 PM-> [0]DCON GET_GetSlotEEPID_1,B[115200],F[N,8,1], C[Disable], Cmd [~01HM1], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [0]DCON GET_GetSlotEEPID_2,B[115200],F[N,8,1], C[Disable], Cmd [~01HM2], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [16]DCON GET_GetSlotEEPID_3,B[115200],F[N,8,1], C[Disable], Cmd [~01HM3], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [0]DCON GET_GetSlotEEPID_4,B[115200],F[N,8,1], C[Disable], Cmd [~01HM4], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [0]DCON GET_GetSlotEEPID_5,B[115200],F[N,8,1], C[Disable], Cmd [~01HM5], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [15]DCON GET_GetSlotEEPID_6,B[115200],F[N,8,1], C[Disable], Cmd [~01HM6], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [0]DCON GET_GetSlotEEPID_7,B[115200],F[N,8,1], C[Disable], Cmd [~01HM7], Rec [!01 ]Raw [21 30 31 20 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID0,B[115200],F[N,8,1], C[Disable], Cmd [~01HN0], Rec [!0187084]Raw [21 30 31 38 37 30 38 34 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotFirm0,B[115200],F[N,8,1], C[Disable], Cmd [~01HF0], Rec [!01A1.05]Raw [21 30 31 41 31 2E 30 35 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus0,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ0], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID1,B[115200],F[N,8,1], C[Disable], Cmd [~01HN1], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus1,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ1], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID2,B[115200],F[N,8,1], C[Disable], Cmd [~01HN2], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus2,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ2], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [15]DCON READ_GetHotSwapSlotID3,B[115200],F[N,8,1], C[Disable], Cmd [~01HN3], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus3,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ3], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID4,B[115200],F[N,8,1], C[Disable], Cmd [~01HN4], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [16]DCON READ_GetHotSwapSlotStatus4,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ4], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID5,B[115200],F[N,8,1], C[Disable], Cmd [~01HN5], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus5,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ5], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [15]DCON READ_GetHotSwapSlotID6,B[115200],F[N,8,1], C[Disable], Cmd [~01HN6], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus6,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ6], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID7,B[115200],F[N,8,1], C[Disable], Cmd [~01HN7], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus7,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ7], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [281]DCON READ_GetHotSwapSlotID0,B[115200],F[N,8,1], C[Disable], Cmd [~01HN0], Rec [!0187084]Raw [21 30 31 38 37 30 38 34 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotFirm0,B[115200],F[N,8,1], C[Disable], Cmd [~01HF0], Rec [!01A1.05]Raw [21 30 31 41 31 2E 30 35 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus0,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ0], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [15]DCON READ_GetHotSwapSlotID1,B[115200],F[N,8,1], C[Disable], Cmd [~01HN1], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus1,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ1], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID2,B[115200],F[N,8,1], C[Disable], Cmd [~01HN2], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus2,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ2], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [16]DCON READ_GetHotSwapSlotID3,B[115200],F[N,8,1], C[Disable], Cmd [~01HN3], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus3,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ3], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [16]DCON READ_GetHotSwapSlotID4,B[115200],F[N,8,1], C[Disable], Cmd [~01HN4], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus4,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ4], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID5,B[115200],F[N,8,1], C[Disable], Cmd [~01HN5], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [15]DCON READ_GetHotSwapSlotStatus5,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ5], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotID6,B[115200],F[N,8,1], C[Disable], Cmd [~01HN6], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus6,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ6], Rec [!0100]Raw [21 30 31 30 30 ]
3:13:26 PM-> [16]DCON READ_GetHotSwapSlotID7,B[115200],F[N,8,1], C[Disable], Cmd [~01HN7], Rec [!01]Raw [21 30 31 ]
3:13:26 PM-> [0]DCON READ_GetHotSwapSlotStatus7,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ7], Rec [!0100]Raw [21 30 31 30 30 ]
